Auteur,Texte,Sentiment,Date,Texte_nettoye
https://uv.bf/immersion-des-etudiants-de-lufr-st-de.../,"Le Jeudi 09 Juin 2022, les étudiants en Sciences et Technologie de l'Université Norbert Zongo (UNZ) de Koudougou ont effectué une visite d'immersion au sein de l'Université Virtuelle du Burkina Faso (UV-BF).
Plus d'informations sur notre site web :
https://uv.bf/immersion-des-etudiants-de-lufr-st-de.../… En voir plus",neutre,01/01/2019,jeudi juin tudiant science technologie luniversit norbert zongo unz koudougou effectu visite dimmersion sein luniversit virtuel burkina faso uvbf plus dinformation site web voir plus
https://uv.bf/appel-a-candidature-de-recrutement.../,"Il est porté à la connaissance du public que l’Université virtuelle du Burkina Faso (UV-BF) lance un appel à candidature de recrutement complémentaire, au titre de l’année académique 2020-2021, pour un recrutement sur dossier d'étudiants en première année de Licence.
Retrouvez plus d'informations sur notre site web à l'adresse suivante : https://uv.bf/appel-a-candidature-de-recrutement.../
Tel: +226 02203131 - Email: info@uv.bf - Site web : www.uv.bf
N.B: L'Université Virtuelle du Burkina Faso (UV-BF) est une université publique d'enseignements supérieurs du Burkina Faso.",neutre,01/01/2019,port connaissance public luniversit virtuel burkina faso uvbf lance appel candidature recrutement complmentair titre lann acadmiqu recrutement dossier dtudiant premir ann licence retrouver plus dinformation sit web ladresse suivant tel e-mail infobf sit web wwwuvbf nb luniversit virtuel burkina faso uvbf universit public denseignement suprieur burkina faso
Université Virtuelle du Burkina Faso - UVBF,"Votre incubateur digital et interdisciplinaire, en collaboration avec l'Université Virtuelle du Burkina Faso - UVBF et la startup Rialé Cybersecurité organisent une compétition CTF au profit des amateurs de la sécurité informatique au Burkina Faso.
Dans le domaine de la sécurité informatique, la « capture du drapeau » (CTF, Capture The Flag en anglais) est une compétition consistant à exploiter des vulnérabilités affectant des logiciels de manière à s'introduire sur des ordi… En voir plus",neutre,01/01/2019,incubateur digital interdisciplinaire collaboration luniversit virtuel burkina faso uvbf startup rial cybersecurit organiser comptition ctf profit amateur scurit informatique burkina faso domaine scurit informatique captur drapeau ctf captur the flag anglais comptition consister exploiter vulnrabilits affecter logiciel manire sintroduir ordi voir plus
#R𝗜𝗡𝗦𝗖𝗥𝗜𝗣𝗧𝗜𝗢𝗡,"#R𝗜𝗡𝗦𝗖𝗥𝗜𝗣𝗧𝗜𝗢𝗡 𝗗𝗘𝗦 𝗘𝗧𝗨𝗗𝗜𝗔𝗡𝗧𝗦/ Université Virtuelle du Burkina Faso - UVBF
𝐒𝐞𝐬𝐬𝐢𝐨𝐧 𝐝𝐞 𝐫é𝐢𝐧𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧𝐬 𝐚𝐝𝐦𝐢𝐧𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐯𝐞 𝐞𝐭 𝐩é𝐝𝐚𝐠𝐨𝐠𝐢𝐪𝐮𝐞 𝐞𝐧 𝐋𝟏, 𝐋𝟐 𝐞𝐭 𝐋𝟑 𝐚𝐮 𝐭𝐢𝐭𝐫𝐞 𝐝𝐞 𝐥'𝐚𝐧𝐧é𝐞 𝐚𝐜𝐚𝐝é𝐦𝐢𝐪𝐮𝐞 𝟐𝟎𝟐𝟑-𝟐𝟎𝟐𝟒 / 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭é 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 𝐝𝐮 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 
Lieu : en ligne sur Campusfaso
Période : 13 au 23 février 2024 inclus.
Source : Université Virtuelle du Burkina Faso
#assistance_depôts :
#Whatsap : +226 65 02 29 27
#Appel : +226 60 18 76 36/ 79 19 13 47 
Intégrez le groupe WhatsApp d'info 
ici 
https://chat.whatsapp.com/KLffYQtdVsSLxo8bSTLn0c
HMAB Service, 𝑣𝑜𝑡𝑟𝑒 𝑚𝑒𝑖𝑙𝑙𝑒𝑢𝑟 𝑠𝑒𝑟𝑣𝑖𝑐𝑒 𝑑'𝑎𝑠𝑠𝑖𝑠𝑡𝑎𝑛𝑐𝑒 𝑒𝑛 𝑙𝑖𝑔𝑛𝑒",neutre,01/01/2019,universit virtuel burkina faso uvbf lieu ligne campusfaso priode fvrier inclus source universit virtuel burkina faso intgrer groupe whatsapp dinfo ici hmab service
www.campusfaso.bf," IMPORTANT
DEMANDE D'ORIENTATION en LIGNE 2022
du 1er au 15 août 2022
Sur www.campusfaso.bf
Nb: bien lire le communiqué ci dessous 
Large diffusion
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Joseph Ki-Zerbo 
Université Thomas Sankara 
Université Nazi BONI 
Université Norbert-Zongo 
Université de Fada N'Gourma 
Université de Dédougou 
Université Virtuelle du Burkina Faso - UVBF 
Ecole Polytechnique de Ouagadougou - EPO 
Centre Universitaire de Ziniaré 
CENOU Burkina 
Ciospb Officiel 
FONER Officiel 
#Burkina 
#orientation 
#nouveauxbachelier 
#université 
#lwili",neutre,01/01/2019,important demande dorientation lign er aot wwwcampusfasobf nb bien lire communiqu ci dessous large diffusion ministre enseignement suprieur recherche innovation universit joseph kizerbo universit thomas sankara universit nazi boni universit norbertzongo universit fader ngourma universit ddougou universit virtuel burkina faso uvbf ecole polytechnique ouagadougou epo centre universitaire ziniar cenou burkina ciospb officiel foner officiel
https://uv.bf/reouverture-des-inscriptions.../,"Le Président de l’Université Virtuelle du Burkina Faso porte à la connaissance des étudiants admis en deuxième année de licence (L2) à l’issue des deux sessions (normale et rattrapage) au titre de l’année académique 2021 – 2022 que les inscriptions administrative et pédagogique sont réouvertes en ligne du lundi 07 février au lundi 28 février 2022.
Plus d'informations sur notre site internet : https://uv.bf/reouverture-des-inscriptions.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,prsident luniversit virtuel burkina faso porte connaissance tudiant admettre deuxim ann licence lissu deux session normal rattrapage titre lann acadmiqu inscription administratif pdagogiqu rouvrir lign lundi fvrier lundi fvrier plus dinformation site internet universit virtuel burkina faso formation universitaire qualit tout
"Ministère Enseignement Supérieur, Recherche et Innovation"," De nouvelles filières à l'université virtuelle du Burkina Faso.
Désormais nous avons :
- Lettre moderne ( LM)
- Économie ( SEG )
- Droit ( SJP )
à l'université virtuelle par orientation.
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Virtuelle du Burkina Faso - UVBF 
#BurkinaFaso #université #étudiants #lwili #campusfaso",neutre,01/01/2019,nouveau filire luniversit virtuel burkina faso dsormer lettre moderne lm conomie seg droit sjp luniversit virtuel orientation ministre enseignemer suprieur recherche innovation universit virtuel burkina faso uvbf
https://uv.bf/inscriptions-et-reinscriptions.../,"Inscriptions et réinscriptions administrative et pédagogique en Master (M1 et M2) E-santé et Télémédecine.
Le Président de l’Université Virtuelle du Burkina Faso porte à la connaissance des étudiants de Master E-santé et Télémédecine que les inscriptions et réinscriptions administrative et pédagogique en M2 et M1 sont ouvertes en ligne du mercredi 27 Avril au vendredi 06 Mai 2022 inclus.
Plus d'informations sur notre site web: https://uv.bf/inscriptions-et-reinscriptions.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,inscription rinscription administratif pdagogiqu master eser tlmdecine prsident luniversit virtuel burkina faso porte connaissance tudier master eser tlmdecine inscription rinscription administratif pdagogiqu ouvert ligne mercredi avril vendredi mai inclus plus dinformation sit web universit virtuel burkina faso formation universitaire qualit tout
https://uv.bf/echange-entre-le-pca-et-les-etudiants-de.../,"Dans le cadre des missions statutaires, le Président du Conseil d’Administration de l’UVBF a effectué un séjour à l’Université Virtuelle du Burkina Faso pour s’enquérir de l’état de fonctionnement de l’institution.
A ce effet, il a rencontré les différents acteurs de l’UV-BF, notamment les étudiants en vue d’échanger avec eux.
Plus d'informations sur notre site web : https://uv.bf/echange-entre-le-pca-et-les-etudiants-de.../… En voir plus",neutre,01/01/2019,cadre mission statutaire prsident conseil dadministration luvbf avoir effectu sjour luniversit virtuel burkina faso senqurir ltat fonctionnement linstitution avoir effet avoir rencontr diffrent acteur luvbf notamment tudiant voir dchanger plus dinformation site web voir plus
Université Virtuelle du Burkina Faso - UVBF,"Non je ne peux pas passer sans dire mot.
C'est qui lui?
Avant de dire son identité, c'est un père, un père qui console, qui comprend. Un père à qui l'humanité habite au quotidien.  Je lui dois une 50% de ma réussite à l'université. J'ai la chère de poule que je lui écris un texto ( qui suis-je pour écrire un texto à cet homme de titre honorifique ?)
Il me manque des lettres sur mon clavier pour vous décliner son identité. Pour la crainte de Dieu, je me permets de vous dire c'est notre père pour des générations, le vice président de Université Virtuelle du Burkina Faso - UVBF .
Papa (Pr) Tizane Daho.
Que le bon Dieu vous accorde longue vie et vous gratifie au delà de vos espérances.
J'ai une dette envers vous et je prends tout le monde a témoin.",positif,01/01/2019,non peux passer sans dire mot cest avant dire identit cest pre pre console comprendre pre lhumanit habit quotidien devoir russit luniversit jai chre poul cri texto suisj crir texto ce homme titre honorifique manqu lettre clavier dcliner identit crainte dieu permet dire cest pre gnration vice prsident universit virtuel burkina faso uvbf papa pr tizane daho bon dieu accorder long vie gratifi del esprance jai dette envers prend tout monde avoir tmoin
#Finale_Hack_To_Protect,"#Finale_Hack_To_Protect du 13 a 14 aout a l’UVBF
L’APCEN co-organise en collaboration avec ll'Université Virtuelle du Burkina Faso (UVBF), une compétition de Hacking dénommé « Hack to Protect » avec l’accompagnement des acteurs de la protection du cyberespace tels que :
- L’ANSSI ( Agence Nationale de Sécurité des Systèmes d’Information-Burkina Faso)
- La CIL ( Commission de l'Informatique et des Liberté )
- Le Ministère en charge de la digitalisation à travers la Direction Générale des Technologies de l'Information et de la Communication  (DGTIC) et la @Direction Générale de Développement de l’Industrie Numérique (DGDI)
- L’ANPTIC ( Agence Nationale de Promotion des TIC)
- La BCLCC ( Brigade Centrale de Lutte Contre la Cybercriminalité - BCLCC )
Les inscriptions sont closes et 16 candidatures ont été enregistrées.
Cette compétition se déroulera en 3 phases :
- Une phase de présélection ;
- Une phase éliminatoire (demi-finale) ;
- Une phase finale.
A l’inscriptions, un sujet à traiter a été soumis aux candidats. La présélection a consisté à éliminer quatre (04) candidats à travers la correction des sujets soumis.
A la phase éliminatoire quatre (04) autres candidats seront éliminés. Cette phase consistera pour le candidat d’identifier et d’exploiter les vulnérabilités sur un site web pour y voler des informations confidentielles ou pour l’empêcher de fonctionner correctement. Il doit aussi proposer des solutions pour corriger les vulnérabilités découvertes.
Huit (08) candidats iront donc en finale en présentiel sous format CTF (Capturer The Flag) qui se déroulera pendant 24h non-stop du 13 au 14 aout au sein de l’Université Virtuelle du Burkina Faso (UVBF) sis à Ouaga 2000 non loin de BF1. Au cours de cette phase des défis de piratage seront soumis aux candidats pendant les 24h et à la fin, le vainqueur sera celui qui obtiendra le plus de point. En cas d’exæquo c’est le premier (dans le temps) à avoir atteint le score qui remporte. Les trois (03) meilleurs Hackers recevront des prix et les dix (10) premiers seront retenus pour constituer l’équipe nationale de hackers.
La cérémonie de remise des prix aura lieu le 14 aout 2022 l’Université Virtuelle du Burkina Faso (UVBF). Au cours de cette cérémonie se tiendra un panel de haut niveau sur le thème de la compétition animé par d’éminents experts en cybersécurité.
La finale et la cérémonie se dérouleront en live sur les réseaux sociaux.
Le Jury présidé par l’éminent Expert en Cybersécurité Younoussa SANFO ( Youn Sanfo ) est composé de :
- Un représentant de APCEN 
- Un représentant de l’UVBF 
- Un représentant de l’ANSSI 
- Un représentant de la CIL 
- Un représentant de l’ANPTIC 
- Un représentant de la DGDI 
- Un représentant de la DGTIC 
- Un représentant de la BCLCC 
- Un représentant de Digitale SARL
Réserver votre place à la cérémonie de remise de prix : https://bit.ly/3JzrNmh
Plus d’infos sur www.apcenbf.com",neutre,01/01/2019,avoir aout avoir luvbf lapcen coorganis collaboration lluniversit virtuel burkina faso uvbf comptition hacking dnomm hack to protect laccompagnement acteur protection cyberespac tel lanssi agence national scurit systme dinformationburkina faso cil commission linformatiqu libert ministre charg digitalisation travers direction gnral technologier linformation communication dgtic gnral dveloppemer lindustrie numriqu dgdi lanptic agence national promotion tic bclcc brigade central lutte contre cybercriminalit bclcc inscription clos candidature enregistre ce comptition droulerer phase phase prslection phase liminatoir demifinal phase final avoir linscription sujet traiter avoir soumettre candidat prslection avoir consist liminer quatre candidat traver correction sujet soumettre avoir phase liminatoire quatre autre candidat limins ce phase consister candidat didentifier dexploiter vulnrabilits site web voler information confidentiel lempcher fonctionner correctement devoir aussi proposer solution corriger vulnrabilits dcouverte huit candidat aller donc final prsentiel sou format ctf capturer the flag droulerer pendant heure nonstop aout sein luniversit virtuel burkina faso uvbf sis ouaga non loin bf cours ce phase dfi piratage soumettre candidat pendant heure fin vainqueur celui obtenir plus point cas dexquo cest premier temps avoir atteindre scor remporter trois meilleur hacker recevoir prix dix premier retenir constituer lquipe national hacker crmonie remettre prix lieu aout luniversit virtuel burkina faso uvbf cours ce crmonie tiendra panel haut niveau thme comptition anim dminent expert cyberscurit final crmonie drouleront live rseal social jury prsid lminent expert cyberscurit younoussa sanfo youn sanfo compos reprsenter apcen reprsenter luvbf reprsenter lanssi reprsenter cil reprsenter lanptic reprsenter dgdi reprsenter dgtic reprsenter bclcc reprsenter digital sarl rserver place crmonie remettre prix plus dinfos wwwapcenbfcom
