Auteur,Texte,Date
https://forms.gle/WYKfxnFwa4ddpA4W7,"L'Université Virtuelle du Burkina Faso (UVBF) en collaboration avec l'Agence Nationale de Promotion des TIC (ANPTIC) organisent une série d'activités sur le CLOUD COMPUTING.
Placées sous le thème : ""FONDAMENTAUX DU CLOUD ET PRISE EN MAIN DE OPENSTACK"", ces activités se dérouleront du 18 au 22 février 2020 et comprendront une formation sur le cloud computing et un hackathon ""développement d'applications cloud"".
La FORMATION sur le cloud computing se déroulera du 18 au 20 février 2020 à l'UVBF (IFOAD Ouaga 2000).
Inscrivez vous ici pour la formation : https://forms.gle/WYKfxnFwa4ddpA4W7
Le HACKATHON ""développement d'applications cloud"" se déroulera du 20 au 22 février 2020 à l'UVBF (IFOAD Ouaga 2000).
Inscrivez vous ici pour le hackathon : https://forms.gle/Hwkab6c6zRWt7BfB6
Retrouvez plus d'informations sur le site web : https://uv.bf/cloudcomputing
Contact: info@uv.bf
Professionnels et étudiants en informatique, ces activités sont les vôtres.
PARTICIPATION GRATUITE !",01/01/2018
http://outils.uv.bf/uvbf-form/,"Appel à candidatures pour le recrutement d'étudiants pour le lancement du MASTER CYBERSECURITE.
Postulez en remplissant le formulaire à l'adresse suivante : http://outils.uv.bf/uvbf-form/
Date limite: 31 Janvier 2020
UVBF, une formation de qualité pour tous !",01/01/2018
Université Virtuelle du Burkina Faso-UVBF,"Enseignement en ligne à Université Virtuelle du Burkina Faso-UVBF, J'ai l'insigne honneur de vous annoncer que je  suis classé 1 premier enseignant du cours en ligne parmi 121 modules évalué dans le cadre du projet ADC.
# Université Virtuelle du Burkina Faso - UVBF
Université virtuelle du Burkina Faso. Génie logiciel P22
Université virtuelle du Burkina Faso (Étudiants)
Université Virtuelle du Burkina Faso-UVBF… En voir plus",01/01/2018
Université Virtuelle du Burkina Faso - UVBF,"C'est qui lui ?
Haaa c'est bien Pr DIPAMA , le président de Université Virtuelle du Burkina Faso - UVBF . Un homme de principe que j'admire tant. Je m'inspire beaucoup de ses principes. C'est un père qui apprend les enfants à être eux même et incarné un vrai leadership. 
Si j'ai un mot à lui dire, c'est lui merci du fond de cœur pour ce qu'il fait pour le rayonnement des valeurs de l'université virtuelle du Burkina Faso.",01/01/2018
https://uv.bf/immersion-des-etudiants-de-lufr-st-de.../,"Le Jeudi 09 Juin 2022, les étudiants en Sciences et Technologie de l'Université Norbert Zongo (UNZ) de Koudougou ont effectué une visite d'immersion au sein de l'Université Virtuelle du Burkina Faso (UV-BF).
Plus d'informations sur notre site web :
https://uv.bf/immersion-des-etudiants-de-lufr-st-de.../… En voir plus",01/01/2018
https://uv.bf/appel-a-candidature-de-recrutement.../,"Il est porté à la connaissance du public que l’Université virtuelle du Burkina Faso (UV-BF) lance un appel à candidature de recrutement complémentaire, au titre de l’année académique 2020-2021, pour un recrutement sur dossier d'étudiants en première année de Licence.
Retrouvez plus d'informations sur notre site web à l'adresse suivante : https://uv.bf/appel-a-candidature-de-recrutement.../
Tel: +226 02203131 - Email: info@uv.bf - Site web : www.uv.bf
N.B: L'Université Virtuelle du Burkina Faso (UV-BF) est une université publique d'enseignements supérieurs du Burkina Faso.",01/01/2018
Université Virtuelle du Burkina Faso - UVBF,"Votre incubateur digital et interdisciplinaire, en collaboration avec l'Université Virtuelle du Burkina Faso - UVBF et la startup Rialé Cybersecurité organisent une compétition CTF au profit des amateurs de la sécurité informatique au Burkina Faso.
Dans le domaine de la sécurité informatique, la « capture du drapeau » (CTF, Capture The Flag en anglais) est une compétition consistant à exploiter des vulnérabilités affectant des logiciels de manière à s'introduire sur des ordi… En voir plus",01/01/2018
#R𝗜𝗡𝗦𝗖𝗥𝗜𝗣𝗧𝗜𝗢𝗡,"#R𝗜𝗡𝗦𝗖𝗥𝗜𝗣𝗧𝗜𝗢𝗡 𝗗𝗘𝗦 𝗘𝗧𝗨𝗗𝗜𝗔𝗡𝗧𝗦/ Université Virtuelle du Burkina Faso - UVBF
𝐒𝐞𝐬𝐬𝐢𝐨𝐧 𝐝𝐞 𝐫é𝐢𝐧𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧𝐬 𝐚𝐝𝐦𝐢𝐧𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐯𝐞 𝐞𝐭 𝐩é𝐝𝐚𝐠𝐨𝐠𝐢𝐪𝐮𝐞 𝐞𝐧 𝐋𝟏, 𝐋𝟐 𝐞𝐭 𝐋𝟑 𝐚𝐮 𝐭𝐢𝐭𝐫𝐞 𝐝𝐞 𝐥'𝐚𝐧𝐧é𝐞 𝐚𝐜𝐚𝐝é𝐦𝐢𝐪𝐮𝐞 𝟐𝟎𝟐𝟑-𝟐𝟎𝟐𝟒 / 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭é 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 𝐝𝐮 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 
Lieu : en ligne sur Campusfaso
Période : 13 au 23 février 2024 inclus.
Source : Université Virtuelle du Burkina Faso
#assistance_depôts :
#Whatsap : +226 65 02 29 27
#Appel : +226 60 18 76 36/ 79 19 13 47 
Intégrez le groupe WhatsApp d'info 
ici 
https://chat.whatsapp.com/KLffYQtdVsSLxo8bSTLn0c
HMAB Service, 𝑣𝑜𝑡𝑟𝑒 𝑚𝑒𝑖𝑙𝑙𝑒𝑢𝑟 𝑠𝑒𝑟𝑣𝑖𝑐𝑒 𝑑'𝑎𝑠𝑠𝑖𝑠𝑡𝑎𝑛𝑐𝑒 𝑒𝑛 𝑙𝑖𝑔𝑛𝑒",01/01/2018
www.campusfaso.bf," IMPORTANT
DEMANDE D'ORIENTATION en LIGNE 2022
du 1er au 15 août 2022
Sur www.campusfaso.bf
Nb: bien lire le communiqué ci dessous 
Large diffusion
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Joseph Ki-Zerbo 
Université Thomas Sankara 
Université Nazi BONI 
Université Norbert-Zongo 
Université de Fada N'Gourma 
Université de Dédougou 
Université Virtuelle du Burkina Faso - UVBF 
Ecole Polytechnique de Ouagadougou - EPO 
Centre Universitaire de Ziniaré 
CENOU Burkina 
Ciospb Officiel 
FONER Officiel 
#Burkina 
#orientation 
#nouveauxbachelier 
#université 
#lwili",01/01/2018
https://uv.bf/reouverture-des-inscriptions.../,"Le Président de l’Université Virtuelle du Burkina Faso porte à la connaissance des étudiants admis en deuxième année de licence (L2) à l’issue des deux sessions (normale et rattrapage) au titre de l’année académique 2021 – 2022 que les inscriptions administrative et pédagogique sont réouvertes en ligne du lundi 07 février au lundi 28 février 2022.
Plus d'informations sur notre site internet : https://uv.bf/reouverture-des-inscriptions.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",01/01/2018
"Ministère Enseignement Supérieur, Recherche et Innovation"," De nouvelles filières à l'université virtuelle du Burkina Faso.
Désormais nous avons :
- Lettre moderne ( LM)
- Économie ( SEG )
- Droit ( SJP )
à l'université virtuelle par orientation.
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Virtuelle du Burkina Faso - UVBF 
#BurkinaFaso #université #étudiants #lwili #campusfaso",01/01/2018
https://uv.bf/inscriptions-et-reinscriptions.../,"Inscriptions et réinscriptions administrative et pédagogique en Master (M1 et M2) E-santé et Télémédecine.
Le Président de l’Université Virtuelle du Burkina Faso porte à la connaissance des étudiants de Master E-santé et Télémédecine que les inscriptions et réinscriptions administrative et pédagogique en M2 et M1 sont ouvertes en ligne du mercredi 27 Avril au vendredi 06 Mai 2022 inclus.
Plus d'informations sur notre site web: https://uv.bf/inscriptions-et-reinscriptions.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",01/01/2018
https://uv.bf/echange-entre-le-pca-et-les-etudiants-de.../,"Dans le cadre des missions statutaires, le Président du Conseil d’Administration de l’UVBF a effectué un séjour à l’Université Virtuelle du Burkina Faso pour s’enquérir de l’état de fonctionnement de l’institution.
A ce effet, il a rencontré les différents acteurs de l’UV-BF, notamment les étudiants en vue d’échanger avec eux.
Plus d'informations sur notre site web : https://uv.bf/echange-entre-le-pca-et-les-etudiants-de.../… En voir plus",01/01/2018
Université Virtuelle du Burkina Faso - UVBF,"Non je ne peux pas passer sans dire mot.
C'est qui lui?
Avant de dire son identité, c'est un père, un père qui console, qui comprend. Un père à qui l'humanité habite au quotidien.  Je lui dois une 50% de ma réussite à l'université. J'ai la chère de poule que je lui écris un texto ( qui suis-je pour écrire un texto à cet homme de titre honorifique ?)
Il me manque des lettres sur mon clavier pour vous décliner son identité. Pour la crainte de Dieu, je me permets de vous dire c'est notre père pour des générations, le vice président de Université Virtuelle du Burkina Faso - UVBF .
Papa (Pr) Tizane Daho.
Que le bon Dieu vous accorde longue vie et vous gratifie au delà de vos espérances.
J'ai une dette envers vous et je prends tout le monde a témoin.",01/01/2018
#Finale_Hack_To_Protect,"#Finale_Hack_To_Protect du 13 a 14 aout a l’UVBF
L’APCEN co-organise en collaboration avec ll'Université Virtuelle du Burkina Faso (UVBF), une compétition de Hacking dénommé « Hack to Protect » avec l’accompagnement des acteurs de la protection du cyberespace tels que :
- L’ANSSI ( Agence Nationale de Sécurité des Systèmes d’Information-Burkina Faso)
- La CIL ( Commission de l'Informatique et des Liberté )
- Le Ministère en charge de la digitalisation à travers la Direction Générale des Technologies de l'Information et de la Communication  (DGTIC) et la @Direction Générale de Développement de l’Industrie Numérique (DGDI)
- L’ANPTIC ( Agence Nationale de Promotion des TIC)
- La BCLCC ( Brigade Centrale de Lutte Contre la Cybercriminalité - BCLCC )
Les inscriptions sont closes et 16 candidatures ont été enregistrées.
Cette compétition se déroulera en 3 phases :
- Une phase de présélection ;
- Une phase éliminatoire (demi-finale) ;
- Une phase finale.
A l’inscriptions, un sujet à traiter a été soumis aux candidats. La présélection a consisté à éliminer quatre (04) candidats à travers la correction des sujets soumis.
A la phase éliminatoire quatre (04) autres candidats seront éliminés. Cette phase consistera pour le candidat d’identifier et d’exploiter les vulnérabilités sur un site web pour y voler des informations confidentielles ou pour l’empêcher de fonctionner correctement. Il doit aussi proposer des solutions pour corriger les vulnérabilités découvertes.
Huit (08) candidats iront donc en finale en présentiel sous format CTF (Capturer The Flag) qui se déroulera pendant 24h non-stop du 13 au 14 aout au sein de l’Université Virtuelle du Burkina Faso (UVBF) sis à Ouaga 2000 non loin de BF1. Au cours de cette phase des défis de piratage seront soumis aux candidats pendant les 24h et à la fin, le vainqueur sera celui qui obtiendra le plus de point. En cas d’exæquo c’est le premier (dans le temps) à avoir atteint le score qui remporte. Les trois (03) meilleurs Hackers recevront des prix et les dix (10) premiers seront retenus pour constituer l’équipe nationale de hackers.
La cérémonie de remise des prix aura lieu le 14 aout 2022 l’Université Virtuelle du Burkina Faso (UVBF). Au cours de cette cérémonie se tiendra un panel de haut niveau sur le thème de la compétition animé par d’éminents experts en cybersécurité.
La finale et la cérémonie se dérouleront en live sur les réseaux sociaux.
Le Jury présidé par l’éminent Expert en Cybersécurité Younoussa SANFO ( Youn Sanfo ) est composé de :
- Un représentant de APCEN 
- Un représentant de l’UVBF 
- Un représentant de l’ANSSI 
- Un représentant de la CIL 
- Un représentant de l’ANPTIC 
- Un représentant de la DGDI 
- Un représentant de la DGTIC 
- Un représentant de la BCLCC 
- Un représentant de Digitale SARL
Réserver votre place à la cérémonie de remise de prix : https://bit.ly/3JzrNmh
Plus d’infos sur www.apcenbf.com",01/01/2018
https://uv.bf/resultats-de-lappel-a-candidatures-pour-le.../,"Communiqué relatif aux résultats de l'appel à candidatures pour le recrutement d'auditeurs en Master en Fouilles de Données et Intelligence Artificielle.
Retrouvez l'intégralité du communiqué sur notre site internet :
https://uv.bf/resultats-de-lappel-a-candidatures-pour-le.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",01/01/2018
https://uv.bf/inscriptions-administrative-et-pedagogique.../,"Inscriptions administrative et pédagogique en Master 2 Cybersécurité.
Il est porté à la connaissance des étudiants du Master Cybersécurité ayant validé les deux semestres du Master1 (M1) que les inscriptions administrative et pédagogique en deuxième année (M2) sont ouvertes du lundi 13 décembre au vendredi 24 décembre 2021 inclus.
Plus d'informations sur notre site web : https://uv.bf/inscriptions-administrative-et-pedagogique.../… En voir plus",01/01/2018
Université Virtuelle du Burkina Faso - UVBF," 𝗥𝗘𝗠𝗜𝗦𝗘 𝗗'𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 /UVBF
Université Virtuelle du Burkina Faso - UVBF  informe les étudiants dont les noms figurent sur les listes ci-dessous qu'ils peuvent passer à l'Espace Numérique Ouvert de Karpala, du  𝟐𝟑 𝐚𝐮 𝟐𝟒 𝐉𝐮𝐢𝐥𝐥𝐞𝐭 𝟐𝟎𝟐𝟒 𝐚𝐟𝐢𝐧 𝐝𝐞 𝐫é𝐜𝐮𝐩é𝐫𝐞𝐫 𝐥𝐞𝐮𝐫𝐬 𝐨𝐫𝐝𝐢𝐧𝐚𝐭𝐞𝐮𝐫𝐬 𝐝𝐞 𝐌𝐚𝐫𝐪𝐮𝐞 𝐀𝐒𝐔𝐒 𝐢𝟑.
La remise des ordinateurs se fait au sein de l'Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
- Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
- Pour le retrait pour une tierce personne, vous devez disposer d'une procuration en bonne et due forme.
𝗣𝗼𝘂𝗿 𝘁𝗼𝘂𝘁 𝘃𝗼𝘀 𝗱é𝗽ô𝘁𝘀 𝗰𝗼𝗻𝗰𝗼𝘂𝗿𝘀, 𝗙𝗢𝗡𝗘𝗥, 𝗕𝗼𝘂𝗿𝘀𝗲, 𝗰𝗶𝘁é 𝘂𝗻𝗶𝘃𝗲𝗿𝘀𝗶𝘁𝗮𝗶𝗿𝗲, 𝗶𝗻𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻 𝗽é𝗱𝗮𝗴𝗼𝗴𝗶𝗾𝘂𝗲, orientation 𝘂𝗻𝗶𝘃𝗲𝗿𝘀𝗶𝘁𝗮𝗶𝗿𝗲 , #Contactez nous au : +226
60 18 76 36/ 79 19 13 47 
#Wathsapp: 65 02 29 27
#Intégrez le groupe WhatsApp d'info 
ici 
https://chat.whatsapp.com/KLffYQtdVsSLxo8bSTLn0c
Siraly Campus , 𝑣𝑜𝑡𝑟𝑒 𝑚𝑒𝑖𝑙𝑙𝑒𝑢𝑟 𝑠𝑒𝑟𝑣𝑖𝑐𝑒 𝑑'𝑎𝑠𝑠𝑖𝑠𝑡𝑎𝑛𝑐𝑒 𝑒𝑛 𝑙𝑖𝑔𝑛𝑒
@followers",01/01/2018
AUF Burkina Faso,"Chers membres et sympathisants, nous vous invitons à cette cérémonie de lancement du projet FICDEV.
Merci à tous les contributeurs d'ici et d'ailleurs.
AUF Burkina Faso 
Université Virtuelle du Burkina Faso - UVBF 
Coding Club Carrefour",01/01/2018
https://uv.bf/calendrier-de-passage-des-etudiants-de.../,"L’Université Virtuelle du Burkina Faso porte à la connaissance des étudiants (Orientés et recrutés sur dossier) en première année de licence  pour le compte de l’année académique 2021 – 2022, le calendrier de passage suivant pour les inscriptions pédagogiques :
- Du lundi 25 au vendredi 29 octobre 2021 de 8H00 à 14H00 :
Sciences fondamentales (Mathématiques, Physique, Chimie et SVT)
- Du mardi 2 au vendredi 5 novembre 2021 de 8H00 à 14H00 :
Sciences du numérique (Génie logiciel - pure developer) et Sciences transversales (Géomatique).
- Lundi 8 novembre 2021 de 8HOO à 14H00 : Session de rattrapage pour les retardataires.
En rappel, le dossier pour l’inscription pédagogique est composé des pièces suivantes :
- une notice d’inscription à retirer auprès du service de la scolarité de l’UV-BF ;
- des copies légalisées du diplôme et du relevé de notes du baccalauréat ;
- un extrait d’acte de naissance ;
une copie légalisée de la carte nationale d’identité ou du passeport;
- une photo d’identité récente ;
- la quittance de paiement des frais d’inscription délivrée par CAMPUSFASO.
NB : Aucun dossier incomplet ne sera accepté.
Par ailleurs, les étudiants sont priés de bien vouloir se présenter en tenue et coiffure correcte pour une prise de photo sur place.
Retrouvez l'information sur notre site web : https://uv.bf/calendrier-de-passage-des-etudiants-de.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",01/01/2018
